6.33;120;101.49;6536ý49;6516
119.33;120;101.49;6528
119.33;120;101.49;6536
119.33;120;101.49;6524
119.33;120;101.49;6524
119.33;120;101.49;6536ýStarting data acquisition...
v_mean;pwm
0.00;120;101.49;116
0.00;120;101.49;6380
0.00;120;101.49;6408
0.00;120;101.49;6392
0.00;120;101.49;6400
0.00;120;101.49;6396
0.00;120;101.49;6408
0.00;120;101.49;6392
0.00;120;101.49;6400
0.00;120;101.49;6396
11.00;120;101.49;6408
11.00;120;101.49;6472
11.00;120;101.49;6468
11.00;120;101.49;6488
47.00;120;101.49;6472
47.00;120;101.49;6472
47.00;120;101.49;6484
79.00;120;101.49;6564
79.00;120;101.49;6472
79.00;120;101.49;6492
79.00;120;101.49;6472
90.67;120;101.49;6568
90.67;120;101.49;6492
90.67;120;101.49;6488
99.00;120;101.49;6588
99.00;120;101.49;6480
99.00;120;101.49;6472
102.33;120;101.49;6564
102.33;120;101.49;6536
106.67;120;101.49;6524
106.67;120;101.49;6540
106.67;120;101.49;6524
110.00;120;101.49;6528
110.00;120;101.49;6524
110.00;120;101.49;6516
110.33;120;101.49;6516
110.33;120;101.49;6536
112.33;120;101.49;6528
112.33;120;101.49;6540
112.33;120;101.49;6528
114.67;120;101.49;6532
114.67;120;101.49;6532
114.67;120;101.49;6528
114.00;120;101.49;6544
114.00;120;101.49;6520
115.33;120;101.49;6516
115.33;120;101.49;6540
115.33;120;101.49;6552
117.33;120;101.49;6528
117.33;120;101.49;6528
117.33;120;101.49;6528
116.00;120;101.49;6644
116.00;120;101.49;6512
117.33;120;101.49;6520
117.33;120;101.49;6548
117.33;120;101.49;6524
119.00;120;101.49;6548
119.00;120;101.49;6516
117.00;120;101.49;6520
117.00;120;101.49;6520
117.00;120;101.49;6532
118.00;120;101.49;6516
118.00;120;101.49;6524
118.00;120;101.49;6516
119.33;120;101.49;6624
119.33;120;101.49;6528
117.67;120;101.49;6528
117.67;120;101.49;6532
117.67;120;101.49;6528
118.00;120;101.49;6648
118.00;120;101.49;6520
119.33;120;101.49;6516
119.33;120;101.49;6532
119.33;120;101.49;6544
118.00;120;101.49;6524
118.00;120;101.49;6524
118.67;120;101.49;6516
118.67;120;101.49;6548
118.67;120;101.49;6548
119.00;120;101.49;6528
119.00;120;101.49;6524
119.00;120;101.49;6516
117.33;120;101.49;6644
117.33;120;101.49;6528
119.00;120;101.49;6532
119.00;120;101.49;6520
119.00;120;101.49;6516
119.67;120;101.49;6644
119.67;120;101.49;6528
117.00;120;101.49;6528
117.00;120;101.49;6524
117.00;120;101.49;6528
118.33;120;101.49;6516
118.33;120;101.49;6536
120.00;120;101.49;6528
120.00;120;101.49;6528
120.00;120;101.49;6532
117.67;120;101.49;6512
117.67;120;101.49;6536
117.67;120;101.49;6528
118.00;120;101.49;6640
118.00;120;101.49;6516
119.33;120;101.49;6516
119.33;120;101.49;6544
119.33;120;101.49;6528
118.33;120;101.49;6640
118.33;120;101.49;6536
119.67;120;101.49;6528
119.67;120;101.49;6540
119.67;120;101.49;6528
120.00;120;101.49;6528
120.00;120;101.49;6520
118.00;120;101.49;6520
118.00;120;101.49;6516
118.00;120;101.49;6536
119.00;120;101.49;6516
119.00;120;101.49;6528
120.33;120;101.49;6516
120.33;120;101.49;6524
120.33;120;101.49;6556
119.00;120;101.49;6524
119.00;120;101.49;6520
119.00;120;101.49;6524
119.33;120;101.49;6612
119.33;120;101.49;6536
119.33;120;101.49;6524
119.33;120;101.49;6524
119.33;120;101.49;6536
118.00;120;101.49;6636
118.00;120;101.49;6524
119.33;120;101.49;6516
119.33;120;101.49;6540
119.33;120;101.49;6532
121.00;120;101.49;6524
121.00;120;101.49;6528
118.67;120;101.49;6516
118.67;120;101.49;6524
118.67;120;101.49;6556
118.67;120;101.49;6528
118.67;120;101.49;6528
119.33;120;101.49;6532
119.33;120;101.49;6524
119.33;120;101.49;6564
118.00;120;101.49;6524
118.00;120;101.49;6516
118.00;120;101.49;6524
119.00;120;101.49;6608
119.00;120;101.49;6528
120.00;120;101.49;6516
120.00;120;101.49;6520
120.00;120;101.49;6524
117.67;120;101.49;6620
117.67;120;101.49;6528
118.33;120;101.49;6536
118.33;120;101.49;6528
118.33;120;101.49;6552
120.33;120;101.49;6532
120.33;120;101.49;6528
118.67;120;101.49;6536
118.67;120;101.49;6528
118.67;120;101.49;6560
118.67;120;101.49;6528
118.67;120;101.49;6528
119.33;120;101.49;6628
119.33;120;101.49;6524
119.33;120;101.49;6548
118.00;120;101.49;6528
118.00;120;101.49;6512
118.00;120;101.49;6524
119.00;120;101.49;6620
119.00;120;101.49;6512
120.33;120;101.49;6524
120.33;120;101.49;6528
120.33;120;101.49;6548
118.67;120;101.49;6528
118.67;120;101.49;6528
118.67;120;101.49;6532
118.67;120;101.49;6524
118.67;120;101.49;6552
119.67;120;101.49;6532
119.67;120;101.49;6528
119.00;120;101.49;6544
119.00;120;101.49;6516
119.00;120;101.49;6528
119.67;120;101.49;6524
119.67;120;101.49;6528
120.00;120;101.49;6640
120.00;120;101.49;6520
120.00;120;101.49;6512
117.67;120;101.49;6524
117.67;120;101.49;6528
117.67;120;101.49;6524
118.33;120;101.49;6648
118.33;120;101.49;6528
120.33;120;101.49;6532
120.33;120;101.49;6528
120.33;120;101.49;6528
119.00;120;101.49;6640
119.00;120;101.49;6520
119.67;120;101.49;6524
119.67;120;101.49;6528
119.67;120;101.49;6540
120.00;120;101.49;6528
120.00;120;101.49;6516
118.00;120;101.49;6528
118.00;120;101.49;6516
118.00;120;101.49;6532
119.00;120;101.49;6524
119.00;120;101.49;6516
120.33;120;101.49;6516
120.33;120;101.49;6536
120.33;120;101.49;6548
119.00;120;101.49;6548
119.00;120;101.49;6512
119.00;120;101.49;6516
119.67;120;101.49;6640
119.67;120;101.49;6528
120.00;120;101.49;6548
120.00;120;101.49;6520
120.00;120;101.49;6516
118.00;120;101.49;6632
118.00;120;101.49;6516
119.00;120;101.49;6512
119.00;120;101.49;6524
119.00;120;101.49;6528
120.33;120;101.49;6532
120.33;120;101.49;6528
118.67;120;101.49;6524
118.67;120;101.49;6532
118.67;120;101.49;6548
118.67;120;101.49;6528
118.67;120;101.49;6532
119.33;120;101.49;6588
119.33;120;101.49;6532
119.33;120;101.49;6524
118.00;120;101.49;6528
118.00;120;101.49;6520
118.00;120;101.49;6516
119.00;120;101.49;6636
119.00;120;101.49;6520
120.00;120;101.49;6516
120.00;120;101.49;6524
120.00;120;101.49;6516
117.67;120;101.49;6512
117.67;120;101.49;6536
118.00;120;101.49;6528
118.00;120;101.49;6532
118.00;120;101.49;6528
119.67;120;101.49;6516
119.67;120;101.49;6536
118.67;120;101.49;6528
118.67;120;101.49;6528
118.67;120;101.49;6556
118.67;120;101.49;6528
118.67;120;101.49;6540
118.67;120;101.49;6528
119.00;120;101.49;6648
119.00;120;101.49;6520
117.33;120;101.49;6516
117.33;120;101.49;6544
117.33;120;101.49;6528
119.00;120;101.49;6636
119.00;120;101.49;6524
120.00;120;101.49;6516
120.00;120;101.49;6532
120.00;120;101.49;6528
117.67;120;101.49;6516
117.67;120;101.49;6528
118.00;120;101.49;6524
118.00;120;101.49;6516
118.00;120;101.49;6524
119.33;120;101.49;6516
119.33;120;101.49;6552
119.33;120;101.49;6524
117.67;120;101.49;6640
117.67;120;101.49;6536
117.67;120;101.49;6524
117.67;120;101.49;6548
117.67;120;101.49;6524
118.67;120;101.49;6528
118.67;120;101.49;6532
117.67;120;101.49;6532
117.67;120;101.49;6528
117.67;120;101.49;6556
117.67;120;101.49;6528
117.67;120;101.49;6540
118.33;120;101.49;6564
118.33;120;101.49;6524
118.33;120;101.49;6536
117.33;120;101.49;6524
117.33;120;101.49;6548
117.33;120;101.49;6528
118.67;120;101.49;6636
118.67;120;101.49;6536
119.00;120;101.49;6528
119.00;120;101.49;6528
119.00;120;101.49;6516
117.00;120;101.49;6512
117.00;120;101.49;6520
118.33;120;101.49;6520
118.33;120;101.49;6528
118.33;120;101.49;6556
120.00;120;101.49;6528
120.00;120;101.49;6532
120.00;120;101.49;6516
117.67;120;101.49;6608
117.67;120;101.49;6536
118.00;120;101.49;6528
118.00;120;101.49;6512
118.00;120;101.49;6524
119.33;120;101.49;6632
119.33;120;101.49;6536
118.00;120;101.49;6528
118.00;120;101.49;6516
118.00;120;101.49;6524
118.67;120;101.49;6516
118.67;120;101.49;6544
119.00;120;101.49;6524
119.00;120;101.49;6516
119.00;120;101.49;6540
117.33;120;101.49;6520
117.33;120;101.49;6528
119.00;120;101.49;6536
119.00;120;101.49;6516
119.00;120;101.49;6532
120.00;120;101.49;6516
120.00;120;101.49;6512
120.00;120;101.49;6524
117.67;120;101.49;6620
117.67;120;101.49;6528
118.00;120;101.49;6532
118.00;120;101.49;6520
118.00;120;101.49;6540
119.33;120;101.49;6516
119.33;120;101.49;6528
117.67;120;101.49;6536
117.67;120;101.49;6528
117.67;120;101.49;6556
118.00;120;101.49;6528
118.00;120;101.49;6520
119.33;120;101.49;6616
119.33;120;101.49;6528
119.33;120;101.49;6528
118.00;120;101.49;6528
