Starting data660
162.95;470.10;165.67;160;157.43;162.09;11444
.37;169.67;160;156.91;160.56;11336
163.57;472.68;166.33;160;157.36;161.89;11460
162.95;470.10;165.67;160;157.43;162.09;11444
.37;169.67;160;156.91;160.56;11336
163.57;472.68;166.33;160;157.36;161.89;11460
162.95;470.10;165.67;160;157.43;162.09;11444
Starting data acquisition...
v_mean;pwm
0.00;0.00;0.00;120;251.16;255.00;1056
52.62;169.38;0.00;120;207.49;255.00;11096
80.88;229.20;31.00;120;159.89;169.74;11120
87.58;244.48;31.00;120;149.45;141.37;11212
88.38;243.83;109.00;120;146.29;134.73;11320
100.94;301.03;141.00;120;148.86;140.07;11328
120.71;362.13;140.67;120;130.49;111.29;11328
130.14;381.02;141.33;120;113.77;96.45;11340
130.22;377.20;141.33;120;110.55;93.83;11288
128.45;371.95;142.00;120;112.36;95.31;11388
127.81;371.04;136.67;120;113.77;96.45;11256
127.05;367.67;134.00;120;113.70;96.39;11296
125.77;363.54;134.00;120;114.75;97.24;11264
125.08;362.06;132.00;120;115.92;98.17;11372
124.69;360.72;127.67;120;116.15;98.36;11272
123.68;356.78;127.33;120;116.44;98.59;11304
122.77;354.46;127.33;120;117.67;99.58;11292
122.56;354.22;126.67;120;118.21;100.02;11284
122.53;354.07;123.67;120;118.18;100.00;11332
121.96;351.62;123.67;120;118.17;99.98;11332
121.38;350.16;124.00;120;118.97;100.64;11408
121.31;350.29;125.00;120;119.31;100.92;11324
121.61;351.47;123.00;120;119.23;100.85;11428
121.86;352.09;123.00;120;118.86;100.55;11328
121.56;350.56;123.67;120;118.68;100.40;11324
121.27;350.00;124.00;120;119.22;100.85;11340
121.34;350.44;124.00;120;119.32;100.92;11328
121.47;350.78;121.67;120;119.16;100.79;11340
121.10;349.03;121.67;120;119.02;100.68;11328
120.65;347.86;121.67;120;119.62;101.17;11340
120.54;347.73;122.00;120;119.89;101.40;11448
120.64;348.16;120.00;120;119.90;101.40;11320
120.39;346.87;120.00;120;119.71;101.25;11328
120.04;345.93;121.33;120;120.16;101.62;11444
120.17;346.83;123.33;120;120.42;101.84;11352
120.80;349.15;122.00;120;120.13;101.60;11408
121.04;349.22;122.00;120;119.39;100.99;11332
120.86;348.58;123.00;120;119.50;101.07;11332
120.91;349.07;124.00;120;119.71;101.25;11320
121.25;350.34;124.00;120;119.53;101.10;11332
121.51;350.93;121.67;120;119.15;100.79;11340
121.14;349.11;122.00;120;118.97;100.64;11336
120.72;348.13;122.00;120;119.61;101.16;11328
120.65;348.13;123.00;120;119.82;101.34;11448
120.89;349.10;121.00;120;119.80;101.32;11336
120.76;348.12;122.00;120;119.44;101.03;11432
120.61;347.97;122.00;120;119.85;101.36;11324
120.68;348.26;123.00;120;119.82;101.34;11328
120.92;349.19;121.00;120;119.76;101.29;11348
120.77;348.12;121.00;120;119.42;101.01;11336
120.43;347.18;122.00;120;119.83;101.34;11332
120.49;347.77;123.33;120;120.09;101.56;11340
120.93;349.40;123.33;120;119.88;101.39;11332
121.26;350.17;121.67;120;119.38;100.98;11444
121.02;348.88;122.00;120;119.18;100.81;11336
120.72;348.18;122.00;120;119.65;101.20;11336
120.68;348.20;123.00;120;119.79;101.32;11448
120.90;349.12;121.00;120;119.78;101.31;11328
120.76;348.11;122.00;120;119.44;101.02;11432
120.60;347.96;122.00;120;119.85;101.37;11316
120.68;348.26;123.00;120;119.83;101.35;11336
120.92;349.19;121.00;120;119.76;101.29;11356
120.77;348.13;121.00;120;119.42;101.01;11336
120.43;347.18;122.00;120;119.83;101.34;11336
120.49;347.77;123.33;120;120.09;101.56;11332
120.93;349.40;123.33;120;119.88;101.39;11332
121.26;350.17;121.67;120;119.38;100.98;11452
121.02;348.88;122.00;120;119.18;100.81;11336
120.72;348.18;123.00;120;119.64;101.20;11428
